species	protein_record_id	sequence_header	symbol	ensembl_gene_id	ensembl_protein_id	translation_id	orthology_type	taxonomy_level	clade	phylum	broad_clade	is_query	is_reference	length_aa	retrieval_status	header_label_source	metadata_object_id	metadata_organism_name	metadata_pub_gene_id	metadata_description	metadata_og_name	metadata_raw_header	scientific_name	common_name	species_display_label	preferred_public_gene_label	preferred_protein_name	preferred_public_label	nomenclature_leaf_label	description	biotype	canonical_translation	reviewed_status	protein_existence	uniprot_accession	uniprot_entry_id	gene_synonyms	protein_alternative_names	subcellular_locations	keyword_list	ec_numbers	alphafold_accession	alphafold_entry_id	alphafold_model_url	alphafold_source_label	metadata_error
haplochromis_burtoni	haplochromis_burtoni__ENSHBUP00000020634	haplochromis_burtoni|ProteinRecordID=haplochromis_burtoni__ENSHBUP00000020634|Gene=ENSHBUG00000022902|EnsemblGene=ENSHBUG00000022902|Protein=ENSHBUP00000020634	ENSHBUG00000022902	ENSHBUG00000022902	ENSHBUP00000035009	ENSHBUP00000020634	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	342	ok	ensembl							haplochromis burtoni	Burton's mouthbrooder	Burton's mouthbrooder	ENSHBUG00000022902		ENSHBUG00000022902, Burton's mouthbrooder	ENSHBUG00000022902, Burton's mouthbrooder			ENSHBUP00000020634			A0A3Q2X5N5							A0A3Q2X5N5	AF-A0A3Q2X5N5-F1			
haplochromis_burtoni	haplochromis_burtoni__ENSHBUP00000035009	haplochromis_burtoni|ProteinRecordID=haplochromis_burtoni__ENSHBUP00000035009|Gene=ENSHBUG00000022921|EnsemblGene=ENSHBUG00000022921|Protein=ENSHBUP00000035009	ENSHBUG00000022921	ENSHBUG00000022921	ENSHBUP00000035009	ENSHBUP00000035009	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							haplochromis burtoni	Burton's mouthbrooder	Burton's mouthbrooder	ENSHBUG00000022921		ENSHBUG00000022921, Burton's mouthbrooder	ENSHBUG00000022921, Burton's mouthbrooder			ENSHBUP00000035009			A0A3Q2X5N5							A0A3Q2X5N5	AF-A0A3Q2X5N5-F1			
oreochromis_niloticus	oreochromis_niloticus__ENSONIP00000025348	oreochromis_niloticus|ProteinRecordID=oreochromis_niloticus__ENSONIP00000025348|Gene=ENSONIG00000020122|EnsemblGene=ENSONIG00000020122|Protein=ENSONIP00000025348	ENSONIG00000020122	ENSONIG00000020122	ENSONIP00000025347	ENSONIP00000025348	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	342	ok	ensembl							oreochromis niloticus	Nile tilapia	Nile tilapia	ENSONIG00000020122		ENSONIG00000020122, Nile tilapia	ENSONIG00000020122, Nile tilapia			ENSONIP00000025348			I3KW51							I3KW51	AF-I3KW51-F1			
oreochromis_niloticus	oreochromis_niloticus__ENSONIP00000025347	oreochromis_niloticus|ProteinRecordID=oreochromis_niloticus__ENSONIP00000025347|Gene=ENSONIG00000020121|EnsemblGene=ENSONIG00000020121|Protein=ENSONIP00000025347	ENSONIG00000020121	ENSONIG00000020121	ENSONIP00000025347	ENSONIP00000025347	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							oreochromis niloticus	Nile tilapia	Nile tilapia	ENSONIG00000020121		ENSONIG00000020121, Nile tilapia	ENSONIG00000020121, Nile tilapia			ENSONIP00000025347			I3KW51							I3KW51	AF-I3KW51-F1			
astatotilapia_calliptera	astatotilapia_calliptera__ENSACLP00000030173	astatotilapia_calliptera|ProteinRecordID=astatotilapia_calliptera__ENSACLP00000030173|Gene=ENSACLG00000020389|EnsemblGene=ENSACLG00000020389|Protein=ENSACLP00000030173	ENSACLG00000020389	ENSACLG00000020389	ENSACLP00000030068	ENSACLP00000030173	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	342	ok	ensembl							astatotilapia calliptera		Astatotilapia calliptera	ENSACLG00000020389		ENSACLG00000020389, Astatotilapia calliptera	ENSACLG00000020389, Astatotilapia calliptera			ENSACLP00000030173			A0A3P8QKV8							A0A3P8QKV8	AF-A0A3P8QKV8-F1			
astatotilapia_calliptera	astatotilapia_calliptera__ENSACLP00000030068	astatotilapia_calliptera|ProteinRecordID=astatotilapia_calliptera__ENSACLP00000030068|Gene=ENSACLG00000020365|EnsemblGene=ENSACLG00000020365|Protein=ENSACLP00000030068	ENSACLG00000020365	ENSACLG00000020365	ENSACLP00000030068	ENSACLP00000030068	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	348	ok	ensembl							astatotilapia calliptera		Astatotilapia calliptera	ENSACLG00000020365		ENSACLG00000020365, Astatotilapia calliptera	ENSACLG00000020365, Astatotilapia calliptera			ENSACLP00000030068			A0A3P8QKV8							A0A3P8QKV8	AF-A0A3P8QKV8-F1			
sparus_aurata	sparus_aurata__ENSSAUP00010037295	sparus_aurata|ProteinRecordID=sparus_aurata__ENSSAUP00010037295|Gene=ENSSAUG00010015752|EnsemblGene=ENSSAUG00010015752|Protein=ENSSAUP00010037295	ENSSAUG00010015752	ENSSAUG00010015752	ENSSAUP00010037295	ENSSAUP00010037295	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							sparus aurata	Gilthead seabream	Gilthead seabream	ENSSAUG00010015752		ENSSAUG00010015752, Gilthead seabream	ENSSAUG00010015752, Gilthead seabream			ENSSAUP00010037295			A0A671WEB7							A0A671WEB7	AF-A0A671WEB7-F1			
lates_calcarifer	lates_calcarifer__ENSLCAP00010051046	lates_calcarifer|ProteinRecordID=lates_calcarifer__ENSLCAP00010051046|Gene=ENSLCAG00010023780|EnsemblGene=ENSLCAG00010023780|Protein=ENSLCAP00010051046	ENSLCAG00010023780	ENSLCAG00010023780	ENSLCAP00010060449	ENSLCAP00010051046	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							lates calcarifer	Barramundi perch	Barramundi perch	ENSLCAG00010023780		ENSLCAG00010023780, Barramundi perch	ENSLCAG00010023780, Barramundi perch			ENSLCAP00010051046			A0A4W6G946							A0A4W6G946	AF-A0A4W6G946-F1			
lates_calcarifer	lates_calcarifer__ENSLCAP00010060449	lates_calcarifer|ProteinRecordID=lates_calcarifer__ENSLCAP00010060449|Gene=ENSLCAG00010028149|EnsemblGene=ENSLCAG00010028149|Protein=ENSLCAP00010060449	ENSLCAG00010028149	ENSLCAG00010028149	ENSLCAP00010060449	ENSLCAP00010060449	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	313	ok	ensembl							lates calcarifer	Barramundi perch	Barramundi perch	ENSLCAG00010028149		ENSLCAG00010028149, Barramundi perch	ENSLCAG00010028149, Barramundi perch			ENSLCAP00010060449			A0A4W6G946							A0A4W6G946	AF-A0A4W6G946-F1			
chrysemys_picta_bellii	chrysemys_picta_bellii__ENSCPBP00000000724	chrysemys_picta_bellii|ProteinRecordID=chrysemys_picta_bellii__ENSCPBP00000000724|Gene=ENSCPBG00000000599|EnsemblGene=ENSCPBG00000000599|Protein=ENSCPBP00000000724	ENSCPBG00000000599	ENSCPBG00000000599	ENSCPBP00000000724	ENSCPBP00000000724	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	335	ok	ensembl							chrysemys picta bellii	Painted turtle	Painted turtle	ENSCPBG00000000599		ENSCPBG00000000599, Painted turtle	ENSCPBG00000000599, Painted turtle			ENSCPBP00000000724			A0A8C3F2K1							A0A8C3F2K1	AF-A0A8C3F2K1-F1			
crocodylus_porosus	crocodylus_porosus__ENSCPRP00005025962	crocodylus_porosus|ProteinRecordID=crocodylus_porosus__ENSCPRP00005025962|Gene=ENSCPRG00005018018|EnsemblGene=ENSCPRG00005018018|Protein=ENSCPRP00005025962	ENSCPRG00005018018	ENSCPRG00005018018	ENSCPRP00005025962	ENSCPRP00005025962	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	315	ok	ensembl							crocodylus porosus	Australian saltwater crocodile	Australian saltwater crocodile	ENSCPRG00005018018		ENSCPRG00005018018, Australian saltwater crocodile	ENSCPRG00005018018, Australian saltwater crocodile			ENSCPRP00005025962			A0A7M4FLU0							A0A7M4FLU0	AF-A0A7M4FLU0-F1			
sphenodon_punctatus	sphenodon_punctatus__ENSSPUP00000013020	sphenodon_punctatus|ProteinRecordID=sphenodon_punctatus__ENSSPUP00000013020|Gene=ENSSPUG00000009986|EnsemblGene=ENSSPUG00000009986|Protein=ENSSPUP00000013020	ENSSPUG00000009986	ENSSPUG00000009986	ENSSPUP00000013020	ENSSPUP00000013020	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	347	ok	ensembl							sphenodon punctatus	Tuatara	Tuatara	ENSSPUG00000009986		ENSSPUG00000009986, Tuatara	ENSSPUG00000009986, Tuatara			ENSSPUP00000013020			A0A8D0GW93							A0A8D0GW93	AF-A0A8D0GW93-F1			
xenopus_tropicalis	xenopus_tropicalis__ENSXETP00000036931	xenopus_tropicalis|ProteinRecordID=xenopus_tropicalis__ENSXETP00000036931|Gene=ENSXETG00000016955|EnsemblGene=ENSXETG00000016955|Protein=ENSXETP00000036931	ENSXETG00000016955	ENSXETG00000016955	ENSXETP00000036931	ENSXETP00000036931	ortholog_one2one	Tetrapoda	tetrapods	Chordata	tetrapods	False	False	336	ok	ensembl							xenopus tropicalis	Tropical clawed frog	Tropical clawed frog	ENSXETG00000016955		ENSXETG00000016955, Tropical clawed frog	ENSXETG00000016955, Tropical clawed frog			ENSXETP00000036931														
laticauda_laticaudata	laticauda_laticaudata__ENSLLTP00000002101	laticauda_laticaudata|ProteinRecordID=laticauda_laticaudata__ENSLLTP00000002101|Gene=ENSLLTG00000001630|EnsemblGene=ENSLLTG00000001630|Protein=ENSLLTP00000002101	ENSLLTG00000001630	ENSLLTG00000001630	ENSLLTP00000002101	ENSLLTP00000002101	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	278	ok	ensembl							laticauda laticaudata	Blue-ringed sea krait	Blue-ringed sea krait	ENSLLTG00000001630		ENSLLTG00000001630, Blue-ringed sea krait	ENSLLTG00000001630, Blue-ringed sea krait			ENSLLTP00000002101			A0A8C5RJ15							A0A8C5RJ15	AF-A0A8C5RJ15-F1			
notechis_scutatus	notechis_scutatus__ENSNSUP00000026634	notechis_scutatus|ProteinRecordID=notechis_scutatus__ENSNSUP00000026634|Gene=ENSNSUG00000019110|EnsemblGene=ENSNSUG00000019110|Protein=ENSNSUP00000026634	ENSNSUG00000019110	ENSNSUG00000019110	ENSNSUP00000026634	ENSNSUP00000026634	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	332	ok	ensembl							notechis scutatus	Mainland tiger snake	Mainland tiger snake	ENSNSUG00000019110		ENSNSUG00000019110, Mainland tiger snake	ENSNSUG00000019110, Mainland tiger snake			ENSNSUP00000026634														
anas_platyrhynchos_platyrhynchos	anas_platyrhynchos_platyrhynchos__ENSAPLP00000029177	anas_platyrhynchos_platyrhynchos|ProteinRecordID=anas_platyrhynchos_platyrhynchos__ENSAPLP00000029177|Gene=ENSAPLG00000005318|EnsemblGene=ENSAPLG00000005318|Protein=ENSAPLP00000029177	ENSAPLG00000005318	ENSAPLG00000005318	ENSAPLP00000029177	ENSAPLP00000029177	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	355	ok	ensembl							anas platyrhynchos platyrhynchos	Duck	Duck	ENSAPLG00000005318		ENSAPLG00000005318, Duck	ENSAPLG00000005318, Duck			ENSAPLP00000029177			A0A493TTG7							A0A493TTG7	AF-A0A493TTG7-F1			
pseudonaja_textilis	pseudonaja_textilis__ENSPTXP00000000431	pseudonaja_textilis|ProteinRecordID=pseudonaja_textilis__ENSPTXP00000000431|Gene=ENSPTXG00000000395|EnsemblGene=ENSPTXG00000000395|Protein=ENSPTXP00000000431	ENSPTXG00000000395	ENSPTXG00000000395	ENSPTXP00000000431	ENSPTXP00000000431	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	334	ok	ensembl							pseudonaja textilis	Eastern brown snake	Eastern brown snake	ENSPTXG00000000395		ENSPTXG00000000395, Eastern brown snake	ENSPTXG00000000395, Eastern brown snake			ENSPTXP00000000431			A0A670XN15							A0A670XN15	AF-A0A670XN15-F1			
gallus_gallus	gallus_gallus__ENSGALP00010023862	gallus_gallus|ProteinRecordID=gallus_gallus__ENSGALP00010023862|Gene=ENSGALG00010016937|EnsemblGene=ENSGALG00010016937|Protein=ENSGALP00010023862	ENSGALG00010016937	ENSGALG00010016937	ENSGALP00010023862	ENSGALP00010023862	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	387	ok	ensembl							gallus gallus		Gallus gallus	ENSGALG00010016937		ENSGALG00010016937, Gallus gallus	ENSGALG00010016937, Gallus gallus			ENSGALP00010023862			A0A8V0Z0D4							A0A8V0Z0D4	AF-A0A8V0Z0D4-F1			
meleagris_gallopavo	meleagris_gallopavo__ENSMGAP00000014355	meleagris_gallopavo|ProteinRecordID=meleagris_gallopavo__ENSMGAP00000014355|Gene=ENSMGAG00000013578|EnsemblGene=ENSMGAG00000013578|Protein=ENSMGAP00000014355	ENSMGAG00000013578	ENSMGAG00000013578	ENSMGAP00000014355	ENSMGAP00000014355	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	334	ok	ensembl							meleagris gallopavo		Meleagris gallopavo	ENSMGAG00000013578		ENSMGAG00000013578, Meleagris gallopavo	ENSMGAG00000013578, Meleagris gallopavo			ENSMGAP00000014355			G1NLG0							G1NLG0	AF-G1NLG0-F1			
serinus_canaria	serinus_canaria__ENSSCAP00000006756	serinus_canaria|ProteinRecordID=serinus_canaria__ENSSCAP00000006756|Gene=ENSSCAG00000005253|EnsemblGene=ENSSCAG00000005253|Protein=ENSSCAP00000006756	ENSSCAG00000005253	ENSSCAG00000005253	ENSSCAP00000006756	ENSSCAP00000006756	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	336	ok	ensembl							serinus canaria	Common canary	Common canary	ENSSCAG00000005253		ENSSCAG00000005253, Common canary	ENSSCAG00000005253, Common canary			ENSSCAP00000006756			A0A8C9MQM5							A0A8C9MQM5	AF-A0A8C9MQM5-F1			
parus_major	parus_major__ENSPMJP00000002592	parus_major|ProteinRecordID=parus_major__ENSPMJP00000002592|Gene=ENSPMJG00000002228|EnsemblGene=ENSPMJG00000002228|Protein=ENSPMJP00000002592	ENSPMJG00000002228	ENSPMJG00000002228	ENSPMJP00000002592	ENSPMJP00000002592	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	394	ok	ensembl							parus major	Great Tit	Great Tit	ENSPMJG00000002228		ENSPMJG00000002228, Great Tit	ENSPMJG00000002228, Great Tit			ENSPMJP00000002592														
cyprinodon_variegatus	cyprinodon_variegatus__ENSCVAP00000006021	cyprinodon_variegatus|ProteinRecordID=cyprinodon_variegatus__ENSCVAP00000006021|Gene=ENSCVAG00000007514|EnsemblGene=ENSCVAG00000007514|Protein=ENSCVAP00000006021	ENSCVAG00000007514	ENSCVAG00000007514	ENSCVAP00000006021	ENSCVAP00000006021	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							cyprinodon variegatus	Sheepshead minnow	Sheepshead minnow	ENSCVAG00000007514		ENSCVAG00000007514, Sheepshead minnow	ENSCVAG00000007514, Sheepshead minnow			ENSCVAP00000006021			A0A3Q2CKW9							A0A3Q2CKW9	AF-A0A3Q2CKW9-F1			
ciona_savignyi	ciona_savignyi__ENSCSAVP00000012673	ciona_savignyi|ProteinRecordID=ciona_savignyi__ENSCSAVP00000012673|Gene=ENSCSAVG00000007440|EnsemblGene=ENSCSAVG00000007440|Protein=ENSCSAVP00000012673	ENSCSAVG00000007440	ENSCSAVG00000007440	ENSCSAVP00000005738	ENSCSAVP00000012673	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	257	ok	ensembl							ciona savignyi		Ciona savignyi	ENSCSAVG00000007440		ENSCSAVG00000007440, Ciona savignyi	ENSCSAVG00000007440, Ciona savignyi			ENSCSAVP00000012673			H2YK86							H2YK86	AF-H2YK86-F1			
ciona_savignyi	ciona_savignyi__ENSCSAVP00000004643	ciona_savignyi|ProteinRecordID=ciona_savignyi__ENSCSAVP00000004643|Gene=ENSCSAVG00000002769|EnsemblGene=ENSCSAVG00000002769|Protein=ENSCSAVP00000004643	ENSCSAVG00000002769	ENSCSAVG00000002769	ENSCSAVP00000005738	ENSCSAVP00000004643	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	257	ok	ensembl							ciona savignyi		Ciona savignyi	ENSCSAVG00000002769		ENSCSAVG00000002769, Ciona savignyi	ENSCSAVG00000002769, Ciona savignyi			ENSCSAVP00000004643			H2YK86							H2YK86	AF-H2YK86-F1			
ciona_savignyi	ciona_savignyi__ENSCSAVP00000005738	ciona_savignyi|ProteinRecordID=ciona_savignyi__ENSCSAVP00000005738|Gene=ENSCSAVG00000003417|EnsemblGene=ENSCSAVG00000003417|Protein=ENSCSAVP00000005738	ENSCSAVG00000003417	ENSCSAVG00000003417	ENSCSAVP00000005738	ENSCSAVP00000005738	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	248	ok	ensembl							ciona savignyi		Ciona savignyi	ENSCSAVG00000003417		ENSCSAVG00000003417, Ciona savignyi	ENSCSAVG00000003417, Ciona savignyi			ENSCSAVP00000005738			H2YK86							H2YK86	AF-H2YK86-F1			
naja_naja	naja_naja__ENSNNAP00000005170	naja_naja|ProteinRecordID=naja_naja__ENSNNAP00000005170|Gene=ENSNNAG00000003464|EnsemblGene=ENSNNAG00000003464|Protein=ENSNNAP00000005170	ENSNNAG00000003464	ENSNNAG00000003464	ENSNNAP00000005170	ENSNNAP00000005170	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	334	ok	ensembl							naja naja	Indian cobra	Indian cobra	ENSNNAG00000003464		ENSNNAG00000003464, Indian cobra	ENSNNAG00000003464, Indian cobra			ENSNNAP00000005170			A0A8C6X2Q0							A0A8C6X2Q0	AF-A0A8C6X2Q0-F1			
neolamprologus_brichardi	neolamprologus_brichardi__ENSNBRP00000012061	neolamprologus_brichardi|ProteinRecordID=neolamprologus_brichardi__ENSNBRP00000012061|Gene=ENSNBRG00000009415|EnsemblGene=ENSNBRG00000009415|Protein=ENSNBRP00000012061	ENSNBRG00000009415	ENSNBRG00000009415	ENSNBRP00000012040	ENSNBRP00000012061	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	326	ok	ensembl							neolamprologus brichardi	Lyretail cichlid	Lyretail cichlid	ENSNBRG00000009415		ENSNBRG00000009415, Lyretail cichlid	ENSNBRG00000009415, Lyretail cichlid			ENSNBRP00000012061			A0A3Q4GQL9							A0A3Q4GQL9	AF-A0A3Q4GQL9-F1			
neolamprologus_brichardi	neolamprologus_brichardi__ENSNBRP00000012040	neolamprologus_brichardi|ProteinRecordID=neolamprologus_brichardi__ENSNBRP00000012040|Gene=ENSNBRG00000009342|EnsemblGene=ENSNBRG00000009342|Protein=ENSNBRP00000012040	ENSNBRG00000009342	ENSNBRG00000009342	ENSNBRP00000012040	ENSNBRP00000012040	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	345	ok	ensembl							neolamprologus brichardi	Lyretail cichlid	Lyretail cichlid	ENSNBRG00000009342		ENSNBRG00000009342, Lyretail cichlid	ENSNBRG00000009342, Lyretail cichlid			ENSNBRP00000012040			A0A3Q4GQL9							A0A3Q4GQL9	AF-A0A3Q4GQL9-F1			
gasterosteus_aculeatus	gasterosteus_aculeatus__ENSGACP00000011119	gasterosteus_aculeatus|ProteinRecordID=gasterosteus_aculeatus__ENSGACP00000011119|Gene=ENSGACG00000008408|EnsemblGene=ENSGACG00000008408|Protein=ENSGACP00000011119	ENSGACG00000008408	ENSGACG00000008408	ENSGACP00000011119	ENSGACP00000011119	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							gasterosteus aculeatus		Gasterosteus aculeatus	ENSGACG00000008408		ENSGACG00000008408, Gasterosteus aculeatus	ENSGACG00000008408, Gasterosteus aculeatus			ENSGACP00000011119			G3P0J6							G3P0J6	AF-G3P0J6-F1			
nothobranchius_furzeri	nothobranchius_furzeri__ENSNFUP00015038882	nothobranchius_furzeri|ProteinRecordID=nothobranchius_furzeri__ENSNFUP00015038882|Gene=ENSNFUG00015018749|EnsemblGene=ENSNFUG00015018749|Protein=ENSNFUP00015038882	ENSNFUG00015018749	ENSNFUG00015018749	ENSNFUP00015038882	ENSNFUP00015038882	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							nothobranchius furzeri	Turquoise killifish	Turquoise killifish	ENSNFUG00015018749		ENSNFUG00015018749, Turquoise killifish	ENSNFUG00015018749, Turquoise killifish			ENSNFUP00015038882			A0A8C6VTE8							A0A8C6VTE8	AF-A0A8C6VTE8-F1			
anser_brachyrhynchus	anser_brachyrhynchus__ENSABRP00000015585	anser_brachyrhynchus|ProteinRecordID=anser_brachyrhynchus__ENSABRP00000015585|Gene=ENSABRG00000013664|EnsemblGene=ENSABRG00000013664|Protein=ENSABRP00000015585	ENSABRG00000013664	ENSABRG00000013664	ENSABRP00000015585	ENSABRP00000015585	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							anser brachyrhynchus	Pink-footed goose	Pink-footed goose	ENSABRG00000013664		ENSABRG00000013664, Pink-footed goose	ENSABRG00000013664, Pink-footed goose			ENSABRP00000015585			A0A8B9C749							A0A8B9C749	AF-A0A8B9C749-F1			
denticeps_clupeoides	denticeps_clupeoides__ENSDCDP00010005116	denticeps_clupeoides|ProteinRecordID=denticeps_clupeoides__ENSDCDP00010005116|Gene=ENSDCDG00010002242|EnsemblGene=ENSDCDG00010002242|Protein=ENSDCDP00010005116	ENSDCDG00010002242	ENSDCDG00010002242	ENSDCDP00010005576	ENSDCDP00010005116	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	363	ok	ensembl							denticeps clupeoides		Denticeps clupeoides	ENSDCDG00010002242		ENSDCDG00010002242, Denticeps clupeoides	ENSDCDG00010002242, Denticeps clupeoides			ENSDCDP00010005116			A0AAY4AE93							A0AAY4AE93	AF-A0AAY4AE93-F1			
denticeps_clupeoides	denticeps_clupeoides__ENSDCDP00010005576	denticeps_clupeoides|ProteinRecordID=denticeps_clupeoides__ENSDCDP00010005576|Gene=ENSDCDG00010002434|EnsemblGene=ENSDCDG00010002434|Protein=ENSDCDP00010005576	ENSDCDG00010002434	ENSDCDG00010002434	ENSDCDP00010005576	ENSDCDP00010005576	ortholog_one2many	Euteleostomi	teleosts	Chordata	teleosts	False	False	344	ok	ensembl							denticeps clupeoides		Denticeps clupeoides	ENSDCDG00010002434		ENSDCDG00010002434, Denticeps clupeoides	ENSDCDG00010002434, Denticeps clupeoides			ENSDCDP00010005576			A0AAY4AE93							A0AAY4AE93	AF-A0AAY4AE93-F1			
pygocentrus_nattereri	pygocentrus_nattereri__ENSPNAP00000074707	pygocentrus_nattereri|ProteinRecordID=pygocentrus_nattereri__ENSPNAP00000074707|Gene=ENSPNAG00000033118|EnsemblGene=ENSPNAG00000033118|Protein=ENSPNAP00000074707	ENSPNAG00000033118	ENSPNAG00000033118	ENSPNAP00000074707	ENSPNAP00000074707	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	338	ok	ensembl							pygocentrus nattereri		Pygocentrus nattereri	ENSPNAG00000033118		ENSPNAG00000033118, Pygocentrus nattereri	ENSPNAG00000033118, Pygocentrus nattereri			ENSPNAP00000074707			A0AAR2LJ61							A0AAR2LJ61	AF-A0AAR2LJ61-F1			
geospiza_fortis	geospiza_fortis__ENSGFOP00000001209	geospiza_fortis|ProteinRecordID=geospiza_fortis__ENSGFOP00000001209|Gene=ENSGFOG00000000856|EnsemblGene=ENSGFOG00000000856|Protein=ENSGFOP00000001209	ENSGFOG00000000856	ENSGFOG00000000856	ENSGFOP00000001209	ENSGFOP00000001209	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	340	ok	ensembl							geospiza fortis	Medium ground-finch	Medium ground-finch	ENSGFOG00000000856		ENSGFOG00000000856, Medium ground-finch	ENSGFOG00000000856, Medium ground-finch			ENSGFOP00000001209														
erpetoichthys_calabaricus	erpetoichthys_calabaricus__ENSECRP00000024012	erpetoichthys_calabaricus|ProteinRecordID=erpetoichthys_calabaricus__ENSECRP00000024012|Gene=ENSECRG00000016268|EnsemblGene=ENSECRG00000016268|Protein=ENSECRP00000024012	ENSECRG00000016268	ENSECRG00000016268	ENSECRP00000024012	ENSECRP00000024012	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	334	ok	ensembl							erpetoichthys calabaricus	Reedfish	Reedfish	ENSECRG00000016268		ENSECRG00000016268, Reedfish	ENSECRG00000016268, Reedfish			ENSECRP00000024012			A0A8C4SZ79							A0A8C4SZ79	AF-A0A8C4SZ79-F1			
amphiprion_ocellaris	amphiprion_ocellaris__ENSAOCP00000047271	amphiprion_ocellaris|ProteinRecordID=amphiprion_ocellaris__ENSAOCP00000047271|Gene=ENSAOCG00000033897|EnsemblGene=ENSAOCG00000033897|Protein=ENSAOCP00000047271	ENSAOCG00000033897	ENSAOCG00000033897	ENSAOCP00000047271	ENSAOCP00000047271	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							amphiprion ocellaris		Amphiprion ocellaris	ENSAOCG00000033897		ENSAOCG00000033897, Amphiprion ocellaris	ENSAOCG00000033897, Amphiprion ocellaris			ENSAOCP00000047271			A0AAQ5Y5U0							A0AAQ5Y5U0	AF-A0AAQ5Y5U0-F1			
taeniopygia_guttata	taeniopygia_guttata__ENSTGUP00000015162	taeniopygia_guttata|ProteinRecordID=taeniopygia_guttata__ENSTGUP00000015162|Gene=ENSTGUG00000013000|EnsemblGene=ENSTGUG00000013000|Protein=ENSTGUP00000015162	ENSTGUG00000013000	ENSTGUG00000013000	ENSTGUP00000015162	ENSTGUP00000015162	ortholog_one2one	Amniota	tetrapods	Chordata	tetrapods	False	False	360	ok	ensembl							taeniopygia guttata	Zebra finch	Zebra finch	ENSTGUG00000013000		ENSTGUG00000013000, Zebra finch	ENSTGUG00000013000, Zebra finch			ENSTGUP00000015162			H0ZX11							H0ZX11	AF-H0ZX11-F1			
oryzias_sinensis	oryzias_sinensis__ENSOSIP00000012141	oryzias_sinensis|ProteinRecordID=oryzias_sinensis__ENSOSIP00000012141|Gene=ENSOSIG00000007151|EnsemblGene=ENSOSIG00000007151|Protein=ENSOSIP00000012141	ENSOSIG00000007151	ENSOSIG00000007151	ENSOSIP00000012141	ENSOSIP00000012141	ortholog_one2one	Euteleostomi	teleosts	Chordata	teleosts	False	False	336	ok	ensembl							oryzias sinensis	Chinese medaka	Chinese medaka	ENSOSIG00000007151		ENSOSIG00000007151, Chinese medaka	ENSOSIG00000007151, Chinese medaka			ENSOSIP00000012141			A0A8C7XE00							A0A8C7XE00	AF-A0A8C7XE00-F1			
